北京,百炼智能,"
15k-25k
经验3-5年 / 本科
                                ","
                                数据服务,人工智能 / A轮 / 15-50人
                            ",java开发工程师,15k-25k,"
15k-25k
经验3-5年 / 本科
                                "
北京,兰宇,"
30k-50k
经验5-10年 / 本科
                                ","
                                软件开发 / 不需要融资 / 150-500人
                            ",java开发工程师,30k-50k,"
30k-50k
经验5-10年 / 本科
                                "
北京,奈特瑞,"
8k-15k
经验1-3年 / 本科
                                ","
                                移动互联网,医疗丨健康 / 天使轮 / 15-50人
                            ",java开发工程师,8k-15k,"
8k-15k
经验1-3年 / 本科
                                "
北京,央视频融媒体,"
8k-12k
经验1-3年 / 本科
                                ","
                                文娱丨内容 / 不需要融资 / 150-500人
                            ",java开发工程师,8k-12k,"
8k-12k
经验1-3年 / 本科
                                "
北京,咚漫,"
20k-35k
经验5-10年 / 本科
                                ","
                                文娱丨内容,其他 / A轮 / 50-150人
                            ",Java中、高级开发工程师,20k-35k,"
20k-35k
经验5-10年 / 本科
                                "
北京,百炼智能,"
15k-25k
经验3-5年 / 本科
                                ","
                                数据服务,人工智能 / A轮 / 15-50人
                            ",java开发工程师,15k-25k,"
15k-25k
经验3-5年 / 本科
                                "
北京,用友,"
20k-30k
经验3-5年 / 本科
                                ","
                                企业服务 / 上市公司 / 2000人以上
                            ",高级Java开发工程师,20k-30k,"
20k-30k
经验3-5年 / 本科
                                "
北京,腾讯,"
15k-25k
经验3-5年 / 本科
                                ","
                                社交 / 上市公司 / 2000人以上
                            ",Java高级开发工程师,15k-25k,"
15k-25k
经验3-5年 / 本科
                                "
北京,北鑫辰,"
8k-16k
经验3-5年 / 本科
                                ","
                                金融 / 不需要融资 / 15-50人
                            ",java开发工程师,8k-16k,"
8k-16k
经验3-5年 / 本科
                                "
北京,中信银行,"
25k-50k
经验1-3年 / 硕士
                                ","
                                金融 / 不需要融资 / 150-500人
                            ",Java开发工程师,25k-50k,"
25k-50k
经验1-3年 / 硕士
                                "
北京,字节跳动,"
30k-50k
经验3-5年 / 本科
                                ","
                                文娱丨内容 / C轮 / 2000人以上
                            ",Java高级开发工程师-开发套件方向,30k-50k,"
30k-50k
经验3-5年 / 本科
                                "
北京,领主,"
25k-40k
经验3-5年 / 本科
                                ","
                                移动互联网,社交 / A轮 / 15-50人
                            ",高级java开发工程师,25k-40k,"
25k-40k
经验3-5年 / 本科
                                "
北京,多点Dmall,"
15k-30k
经验5-10年 / 本科
                                ","
                                电商,消费生活 / C轮 / 500-2000人
                            ",Java开发工程师,15k-30k,"
15k-30k
经验5-10年 / 本科
                                "
北京,宇信易诚,"
11k-19k
经验3-5年 / 本科
                                ","
                                企业服务 / 上市公司 / 2000人以上
                            ",Java开发工程师,11k-19k,"
11k-19k
经验3-5年 / 本科
                                "
北京,泰康保险集团,"
12k-24k
经验3-5年 / 本科
                                ","
                                金融 / 不需要融资 / 2000人以上
                            ",java开发工程师,12k-24k,"
12k-24k
经验3-5年 / 本科
                                "
北京,拉勾网,"
20k-35k
经验3-5年 / 本科
                                ","
                                企业服务 / D轮及以上 / 500-2000人
                            ",Java高级开发工程师,20k-35k,"
20k-35k
经验3-5年 / 本科
                                "
北京,联合众为,"
15k-25k
经验3-5年 / 本科
                                ","
                                硬件,信息安全 / 不需要融资 / 150-500人
                            ",JAVA工程师,15k-25k,"
15k-25k
经验3-5年 / 本科
                                "
北京,洋钱罐,"
15k-30k
经验1-3年 / 本科
                                ","
                                移动互联网,金融 / 不需要融资 / 150-500人
                            ",Java工程师,15k-30k,"
15k-30k
经验1-3年 / 本科
                                "
北京,拉勾网,"
20k-40k
经验5-10年 / 本科
                                ","
                                企业服务 / D轮及以上 / 500-2000人
                            ",Java高级开发工程师,20k-40k,"
20k-40k
经验5-10年 / 本科
                                "
北京,美团点评,"
30k-44k
经验5-10年 / 本科
                                ","
                                消费生活 / 上市公司 / 2000人以上
                            ",Java高级开发工程师,30k-44k,"
30k-44k
经验5-10年 / 本科
                                "
北京,字节跳动,"
25k-40k
经验3-5年 / 本科
                                ","
                                文娱丨内容 / C轮 / 2000人以上
                            ",Java开发工程师,25k-40k,"
25k-40k
经验3-5年 / 本科
                                "
北京,玩吧,"
20k-40k
经验3-5年 / 本科
                                ","
                                社交 / B轮 / 150-500人
                            ",Java开发工程师,20k-40k,"
20k-40k
经验3-5年 / 本科
                                "
北京,搜狗,"
20k-35k
经验5-10年 / 本科
                                ","
                                工具 / 未融资 / 2000人以上
                            ",java高级开发工程师,20k-35k,"
20k-35k
经验5-10年 / 本科
                                "
北京,阅文集团,"
20k-40k
经验3-5年 / 本科
                                ","
                                文娱丨内容 / 上市公司 / 500-2000人
                            ",Java高级开发工程师,20k-40k,"
20k-40k
经验3-5年 / 本科
                                "
北京,微博,"
20k-35k
经验3-5年 / 本科
                                ","
                                文娱丨内容 / 上市公司 / 2000人以上
                            ",java开发工程师,20k-35k,"
20k-35k
经验3-5年 / 本科
                                "
北京,微创软件,"
11k-18k
经验1-3年 / 本科
                                ","
                                企业服务,移动互联网 / 不需要融资 / 2000人以上
                            ",java开发工程师,11k-18k,"
11k-18k
经验1-3年 / 本科
                                "
北京,达内集团,"
8k-13k
经验不限 / 本科
                                ","
                                移动互联网,教育 / 上市公司 / 2000人以上
                            ",少儿编程讲师-JAVA/Veb方向（MJ61）,8k-13k,"
8k-13k
经验不限 / 本科
                                "
北京,达内集团,"
10k-15k
经验1-3年 / 本科
                                ","
                                移动互联网,教育 / 上市公司 / 2000人以上
                            ",少儿编程老师-C++.PYTHON.JAVA,10k-15k,"
10k-15k
经验1-3年 / 本科
                                "
北京,伊澳科技,"
30k-55k
经验5-10年 / 本科
                                ","
                                移动互联网,电商 / 上市公司 / 2000人以上
                            ",JAVA资深开发,30k-55k,"
30k-55k
经验5-10年 / 本科
                                "
北京,量化派,"
25k-40k
经验3-5年 / 本科
                                ","
                                金融,数据服务 / C轮 / 150-500人
                            ",java开发工程师,25k-40k,"
25k-40k
经验3-5年 / 本科
                                "
北京,CLPS,"
11k-18k
经验3-5年 / 本科
                                ","
                                数据服务,金融 / 未融资 / 500-2000人
                            ",自动化测试工程师（会Java）,11k-18k,"
11k-18k
经验3-5年 / 本科
                                "
北京,蚂蚁金服集团,"
30k-50k
经验5-10年 / 本科
                                ","
                                金融,移动互联网 / B轮 / 2000人以上
                            ",蚂蚁财富-智能服务-JAVA资深开发工程师,30k-50k,"
30k-50k
经验5-10年 / 本科
                                "
北京,阿里巴巴-阿里数据（数据技术及产品部）,"
30k-45k
经验5-10年 / 硕士
                                ","
                                电商 / 上市公司 / 2000人以上
                            ",阿里大数据团队—资深java,30k-45k,"
30k-45k
经验5-10年 / 硕士
                                "
北京,美团点评,"
20k-40k
经验5-10年 / 本科
                                ","
                                消费生活 / 上市公司 / 2000人以上
                            ",美团平台-资深java工程师,20k-40k,"
20k-40k
经验5-10年 / 本科
                                "
北京,第四范式,"
20k-40k
经验3-5年 / 本科
                                ","
                                企业服务 / B轮 / 500-2000人
                            ",Java研发工程师（推荐系统）,20k-40k,"
20k-40k
经验3-5年 / 本科
                                "
北京,用友,"
21k-30k
经验3-5年 / 本科
                                ","
                                企业服务 / 上市公司 / 2000人以上
                            ",高级java工程师,21k-30k,"
21k-30k
经验3-5年 / 本科
                                "
北京,邦盛科技,"
15k-20k
经验3-5年 / 本科
                                ","
                                信息安全 / C轮 / 150-500人
                            ",Java研发工程师-北京,15k-20k,"
15k-20k
经验3-5年 / 本科
                                "
北京,邦盛科技,"
10k-15k
经验3-5年 / 本科
                                ","
                                信息安全 / C轮 / 150-500人
                            ",Java交付工程师-北京,10k-15k,"
10k-15k
经验3-5年 / 本科
                                "
北京,美团点评,"
25k-40k
经验不限 / 本科
                                ","
                                消费生活 / 上市公司 / 2000人以上
                            ",Java开发工程师/专家(数据平台）,25k-40k,"
25k-40k
经验不限 / 本科
                                "
北京,深圳市拓保软件有限公司,"
10k-18k
经验3-5年 / 大专
                                ","
                                数据服务 / 未融资 / 500-2000人
                            ",java开发工程师,10k-18k,"
10k-18k
经验3-5年 / 大专
                                "
北京,阿里巴巴-阿里数据（数据技术及产品部）,"
30k-45k
经验5-10年 / 硕士
                                ","
                                电商 / 上市公司 / 2000人以上
                            ",阿里大数据团队—资深java,30k-45k,"
30k-45k
经验5-10年 / 硕士
                                "
北京,蚂蚁金服集团,"
40k-80k
经验5-10年 / 本科
                                ","
                                金融,移动互联网 / B轮 / 2000人以上
                            ",蚂蚁金服-JAVA高级专家-消费金融 北京/杭州,40k-80k,"
40k-80k
经验5-10年 / 本科
                                "
北京,掌阅,"
20k-40k
经验3-5年 / 本科
                                ","
                                文娱丨内容 / 上市公司 / 500-2000人
                            ",广告研发工程师（go/Java）,20k-40k,"
20k-40k
经验3-5年 / 本科
                                "
北京,粉笔网,"
25k-50k
经验1-3年 / 本科
                                ","
                                移动互联网,教育 / 不需要融资 / 150-500人
                            ",高级Java开发工程师,25k-50k,"
25k-50k
经验1-3年 / 本科
                                "
北京,用友,"
32k-50k
经验5-10年 / 本科
                                ","
                                企业服务 / 上市公司 / 2000人以上
                            ",java架构师,32k-50k,"
32k-50k
经验5-10年 / 本科
                                "
北京,CLPS,"
11k-18k
经验3-5年 / 本科
                                ","
                                数据服务,金融 / 未融资 / 500-2000人
                            ",自动化测试工程师（会Java）,11k-18k,"
11k-18k
经验3-5年 / 本科
                                "
北京,海万科技,"
12k-15k
经验3-5年 / 本科
                                ","
                                移动互联网,金融 / 不需要融资 / 500-2000人
                            ",java开发工程师-壹账通,12k-15k,"
12k-15k
经验3-5年 / 本科
                                "
北京,BLUECITY蓝城兄弟,"
18k-35k
经验3-5年 / 本科
                                ","
                                移动互联网,社交 / D轮及以上 / 150-500人
                            ",Java研发工程师(82GJ1),18k-35k,"
18k-35k
经验3-5年 / 本科
                                "
北京,网联,"
25k-50k
经验3-5年 / 本科
                                ","
                                金融 / 不需要融资 / 150-500人
                            ",高级java开发工程师,25k-50k,"
25k-50k
经验3-5年 / 本科
                                "
北京,海万科技,"
12k-15k
经验3-5年 / 本科
                                ","
                                移动互联网,金融 / 不需要融资 / 500-2000人
                            ",java开发工程师-壹账通,12k-15k,"
12k-15k
经验3-5年 / 本科
                                "
北京,薪人薪事,"
20k-40k
经验5-10年 / 本科
                                ","
                                企业服务 / C轮 / 150-500人
                            ",高级java,20k-40k,"
20k-40k
经验5-10年 / 本科
                                "
北京,trustdata,"
15k-25k
经验3-5年 / 本科
                                ","
                                数据服务,移动互联网 / A轮 / 15-50人
                            ",java工程师,15k-25k,"
15k-25k
经验3-5年 / 本科
                                "
北京,明日虫洞,"
20k-35k
经验5-10年 / 本科
                                ","
                                移动互联网,数据服务 / C轮 / 50-150人
                            ",高级Java开发工程师,20k-35k,"
20k-35k
经验5-10年 / 本科
                                "
北京,完美世界,"
20k-40k
经验3-5年 / 本科
                                ","
                                移动互联网,游戏 / 上市公司 / 2000人以上
                            ",Java开发工程师,20k-40k,"
20k-40k
经验3-5年 / 本科
                                "
北京,滴滴,"
25k-40k
经验3-5年 / 本科
                                ","
                                汽车丨出行 / 不需要融资 / 2000人以上
                            ",java开发工程师,25k-40k,"
25k-40k
经验3-5年 / 本科
                                "
北京,易鑫集团,"
20k-30k
经验5-10年 / 本科
                                ","
                                移动互联网 / 上市公司 / 2000人以上
                            ",java开发工程师,20k-30k,"
20k-30k
经验5-10年 / 本科
                                "
北京,猿辅导,"
25k-50k
经验不限 / 本科
                                ","
                                移动互联网,教育 / D轮及以上 / 2000人以上
                            ",高级Java开发工程师,25k-50k,"
25k-50k
经验不限 / 本科
                                "
北京,搜狗,"
28k-40k
经验3-5年 / 硕士
                                ","
                                工具 / 上市公司 / 2000人以上
                            ",AI硬件-高级Java开发工程师,28k-40k,"
28k-40k
经验3-5年 / 硕士
                                "
北京,西山居游戏,"
20k-40k
经验5-10年 / 本科
                                ","
                                游戏 / 不需要融资 / 2000人以上
                            ",java,20k-40k,"
20k-40k
经验5-10年 / 本科
                                "
北京,国美控股集团,"
25k-38k
经验3-5年 / 本科
                                ","
                                移动互联网,电商 / 不需要融资 / 2000人以上
                            ",java开发工程师,25k-38k,"
25k-38k
经验3-5年 / 本科
                                "
北京,北京可利邦信息技术有限公司,"
10k-16k
经验1-3年 / 本科
                                ","
                                硬件 / 不需要融资 / 150-500人
                            ",java开发工程师,10k-16k,"
10k-16k
经验1-3年 / 本科
                                "
北京,美团点评,"
30k-50k
经验3-5年 / 本科
                                ","
                                消费生活 / 上市公司 / 2000人以上
                            ",SG闪购-资深Java工程师-商户研发组,30k-50k,"
30k-50k
经验3-5年 / 本科
                                "
北京,美团点评,"
20k-40k
经验5-10年 / 本科
                                ","
                                消费生活 / 上市公司 / 2000人以上
                            ",美团平台-高级java工程师,20k-40k,"
20k-40k
经验5-10年 / 本科
                                "
北京,字节跳动,"
30k-60k
经验3-5年 / 本科
                                ","
                                文娱丨内容 / C轮 / 2000人以上
                            ",Java开发工程师,30k-60k,"
30k-60k
经验3-5年 / 本科
                                "
北京,海万科技,"
12k-15k
经验3-5年 / 本科
                                ","
                                移动互联网,金融 / 不需要融资 / 500-2000人
                            ",java开发工程师-壹账通,12k-15k,"
12k-15k
经验3-5年 / 本科
                                "
北京,用友,"
30k-40k
经验5-10年 / 本科
                                ","
                                企业服务 / 上市公司 / 2000人以上
                            ",java开发专家,30k-40k,"
30k-40k
经验5-10年 / 本科
                                "
北京,网联,"
25k-50k
经验5-10年 / 本科
                                ","
                                金融 / 不需要融资 / 150-500人
                            ",java,25k-50k,"
25k-50k
经验5-10年 / 本科
                                "
北京,蚂蚁金服集团,"
30k-60k
经验应届毕业生 / 本科
                                ","
                                金融,移动互联网 / B轮 / 2000人以上
                            ",Java专家-平台数据技术事业群-蚂蚁金服,30k-60k,"
30k-60k
经验应届毕业生 / 本科
                                "
北京,逸驾智能,"
15k-30k
经验3-5年 / 本科
                                ","
                                其他 / 不需要融资 / 50-150人
                            ",java开发工程师,15k-30k,"
15k-30k
经验3-5年 / 本科
                                "
北京,自如网,"
22k-36k
经验5-10年 / 本科
                                ","
                                房产家居 / A轮 / 2000人以上
                            ",高级java开发工程师,22k-36k,"
22k-36k
经验5-10年 / 本科
                                "
北京,腾讯,"
20k-40k
经验3-5年 / 本科
                                ","
                                社交 / 上市公司 / 2000人以上
                            ",SA-腾讯社交广告Java研发工程师（研发中心 ）,20k-40k,"
20k-40k
经验3-5年 / 本科
                                "
北京,DaDa,"
20k-40k
经验5-10年 / 本科
                                ","
                                教育 / D轮及以上 / 2000人以上
                            ",java开发工程师,20k-40k,"
20k-40k
经验5-10年 / 本科
                                "
北京,北京中经惠众科技有限公司,"
15k-30k
经验5-10年 / 本科
                                ","
                                金融,企业服务 / 不需要融资 / 50-150人
                            ",高级java开发工程师,15k-30k,"
15k-30k
经验5-10年 / 本科
                                "
北京,汉熵通信有限公司,"
12k-24k
经验不限 / 本科
                                ","
                                信息安全,物联网 / 不需要融资 / 15-50人
                            ",java开发工程师,12k-24k,"
12k-24k
经验不限 / 本科
                                "
北京,哗啦啦,"
30k-45k
经验5-10年 / 本科
                                ","
                                移动互联网,消费生活 / 不需要融资 / 500-2000人
                            ",java高级开发工程师,30k-45k,"
30k-45k
经验5-10年 / 本科
                                "
北京,安居客,"
30k-50k
经验3-5年 / 本科
                                ","
                                移动互联网 / 上市公司 / 500-2000人
                            ",java开发工程师,30k-50k,"
30k-50k
经验3-5年 / 本科
                                "
北京,京东集团,"
25k-35k
经验3-5年 / 本科
                                ","
                                电商 / 上市公司 / 2000人以上
                            ",java开发工程师,25k-35k,"
25k-35k
经验3-5年 / 本科
                                "
北京,中信出版集团,"
13k-20k
经验3-5年 / 本科
                                ","
                                移动互联网,文娱丨内容 / 不需要融资 / 150-500人
                            ",java开发工程师,13k-20k,"
13k-20k
经验3-5年 / 本科
                                "
北京,美团点评,"
20k-40k
经验1-3年 / 本科
                                ","
                                消费生活 / 上市公司 / 2000人以上
                            ",美团平台-终端基础技术中心-Java开发,20k-40k,"
20k-40k
经验1-3年 / 本科
                                "
北京,美团点评,"
25k-35k
经验3-5年 / 本科
                                ","
                                消费生活 / 上市公司 / 2000人以上
                            ",保险-高级Java研发工程师-平台研发,25k-35k,"
25k-35k
经验3-5年 / 本科
                                "
北京,字节跳动,"
6k-8k
经验不限 / 本科
                                ","
                                文娱丨内容 / C轮 / 2000人以上
                            ",Java客户端开发实习生,6k-8k,"
6k-8k
经验不限 / 本科
                                "
北京,中信出版集团,"
10k-15k
经验1-3年 / 本科
                                ","
                                移动互联网,文娱丨内容 / 不需要融资 / 150-500人
                            ",java工程师,10k-15k,"
10k-15k
经验1-3年 / 本科
                                "
北京,Gridsum 国双,"
10k-15k
经验1-3年 / 本科
                                ","
                                数据服务,企业服务 / 上市公司 / 500-2000人
                            ",JAVA开发工程师,10k-15k,"
10k-15k
经验1-3年 / 本科
                                "
北京,中诚信征信,"
10k-19k
经验1-3年 / 本科
                                ","
                                数据服务,人工智能 / 不需要融资 / 150-500人
                            ",java开发工程师,10k-19k,"
10k-19k
经验1-3年 / 本科
                                "
北京,聚云数字,"
15k-25k
经验3-5年 / 本科
                                ","
                                广告营销 / 未融资 / 50-150人
                            ",java工程师,15k-25k,"
15k-25k
经验3-5年 / 本科
                                "
北京,FunPlus 趣加游戏,"
20k-35k
经验3-5年 / 本科
                                ","
                                游戏 / B轮 / 500-2000人
                            ",java开发工程师,20k-35k,"
20k-35k
经验3-5年 / 本科
                                "
北京,阿里巴巴-阿里数据（数据技术及产品部）,"
25k-40k
经验3-5年 / 硕士
                                ","
                                电商 / 上市公司 / 2000人以上
                            ",阿里大数据团队—java开发,25k-40k,"
25k-40k
经验3-5年 / 硕士
                                "
北京,小米,"
23k-40k
经验3-5年 / 本科
                                ","
                                硬件 / D轮及以上 / 2000人以上
                            ",java开发工程师,23k-40k,"
23k-40k
经验3-5年 / 本科
                                "
北京,小米,"
25k-50k
经验3-5年 / 本科
                                ","
                                硬件 / D轮及以上 / 2000人以上
                            ",高级Java开发工程师,25k-50k,"
25k-50k
经验3-5年 / 本科
                                "
北京,英才酷,"
20k-30k
经验3-5年 / 本科
                                ","
                                数据服务、软件开发 / 未融资 / 500-2000人
                            ",java高级开发工程师,20k-30k,"
20k-30k
经验3-5年 / 本科
                                "
北京,蓝莓时节,"
20k-30k
经验3-5年 / 本科
                                ","
                                移动互联网,社交 / A轮 / 50-150人
                            ",高级java开发工程师,20k-30k,"
20k-30k
经验3-5年 / 本科
                                "
北京,微博,"
30k-60k
经验5-10年 / 本科
                                ","
                                文娱丨内容 / 上市公司 / 2000人以上
                            ",Java高级开发工程师,30k-60k,"
30k-60k
经验5-10年 / 本科
                                "
北京,搜狐集团,"
25k-35k
经验3-5年 / 不限
                                ","
                                移动互联网,广告营销 / 上市公司 / 2000人以上
                            ",高级Java开发工程师,25k-35k,"
25k-35k
经验3-5年 / 不限
                                "
北京,粉笔网,"
20k-30k
经验应届毕业生 / 本科
                                ","
                                移动互联网,教育 / 不需要融资 / 150-500人
                            ",Java开发工程师,20k-30k,"
20k-30k
经验应届毕业生 / 本科
                                "
北京,明日虫洞,"
15k-30k
经验3-5年 / 本科
                                ","
                                移动互联网,数据服务 / C轮 / 50-150人
                            ",java开发工程师,15k-30k,"
15k-30k
经验3-5年 / 本科
                                "
北京,雷达集团,"
20k-40k
经验5-10年 / 本科
                                ","
                                移动互联网,金融 / B轮 / 50-150人
                            ",Java开发工程师,20k-40k,"
20k-40k
经验5-10年 / 本科
                                "
北京,雷达集团,"
20k-30k
经验3-5年 / 本科
                                ","
                                移动互联网,金融 / B轮 / 50-150人
                            ",Java开发工程师,20k-30k,"
20k-30k
经验3-5年 / 本科
                                "
北京,根网科技,"
15k-24k
经验3-5年 / 本科
                                ","
                                金融 / 不需要融资 / 150-500人
                            ",java工程师,15k-24k,"
15k-24k
经验3-5年 / 本科
                                "
北京,根网科技,"
15K-25K
经验3-5年 / 本科
                                ","
                                金融 / 不需要融资 / 150-500人
                            ",java开发工程师,15K-25K,"
15K-25K
经验3-5年 / 本科
                                "
北京,自如网,"
20k-40k
经验5-10年 / 本科
                                ","
                                房产家居 / A轮 / 2000人以上
                            ",Java,20k-40k,"
20k-40k
经验5-10年 / 本科
                                "
北京,赢时胜软件,"
20k-25k
经验5-10年 / 本科
                                ","
                                金融 / 上市公司 / 500-2000人
                            ",高级java开发工程师,20k-25k,"
20k-25k
经验5-10年 / 本科
                                "
北京,网易,"
20k-40k
经验1-3年 / 本科
                                ","
                                电商 / 上市公司 / 2000人以上
                            ",java开发工程师,20k-40k,"
20k-40k
经验1-3年 / 本科
                                "
北京,普强信息,"
10k-15k
经验1-3年 / 本科
                                ","
                                数据服务 / D轮及以上 / 150-500人
                            ",java开发工程师,10k-15k,"
10k-15k
经验1-3年 / 本科
                                "
北京,普强信息,"
10k-15k
经验1-3年 / 本科
                                ","
                                数据服务 / D轮及以上 / 150-500人
                            ",java开发工程师,10k-15k,"
10k-15k
经验1-3年 / 本科
                                "
北京,华通时代,"
12k-16k
经验3-5年 / 本科
                                ","
                                移动互联网,信息安全 / 天使轮 / 150-500人
                            ",java开发工程师,12k-16k,"
12k-16k
经验3-5年 / 本科
                                "
北京,京东物流,"
25k-50k
经验不限 / 本科
                                ","
                                物流丨运输 / 上市公司 / 2000人以上
                            ",Java开发工程师,25k-50k,"
25k-50k
经验不限 / 本科
                                "
北京,百度,"
20k-40k
经验3-5年 / 本科
                                ","
                                工具 / 不需要融资 / 2000人以上
                            ",java开发工程师,20k-40k,"
20k-40k
经验3-5年 / 本科
                                "
北京,字节跳动,"
25k-50k
经验3-5年 / 本科
                                ","
                                文娱丨内容 / C轮 / 2000人以上
                            ",高级Java开发工程师,25k-50k,"
25k-50k
经验3-5年 / 本科
                                "
北京,北斗映画,"
20k-25k
经验5-10年 / 本科
                                ","
                                文娱丨内容 / B轮 / 15-50人
                            ",java开发工程师,20k-25k,"
20k-25k
经验5-10年 / 本科
                                "
北京,唱吧-玩音乐，就上唱吧！,"
25k-40k
经验5-10年 / 本科
                                ","
                                移动互联网,游戏 / D轮及以上 / 150-500人
                            ",Java高级开发工程师,25k-40k,"
25k-40k
经验5-10年 / 本科
                                "
